text,dominant_topic,topic_percent,section,item
tanım kullan bu fonksiyon türev al kural belirle ve bileşke fonksiyon türe,0,0.36116675,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
ile ilgili önerme ulaş bu şekil fark görün durum ilişkin bileşke fonksiyon,6,0.39261034,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
f(x,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
öğrenci yakın çevre dikkat alın çeşitlendirilir böylelikle öğrenci,5,0.54020005,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),i)
kullan,6,0.65412575,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),r)
kullan,6,0.6541243,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),i)
Referans fonksiyon türev limit tanım fonksiyon türev al kural ile,4,0.8129577,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),a)
Varsayım yararlan fark durum ilgili örüntü listele bir fonk,6,0.93218756,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),b)
bir fonksiyon ve o türev fonksiyon matematiksel temsil ve bu,0,0.89161474,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),c)
bir fonksiyon ve o türev fonksiyon matematiksel temsil ve bu,0,0.8916145,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),d)
Türev bilgi iş koşul problem matematiksel bileşen problem,0,0.91972226,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),a)
belirle,7,0.64337385,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i)
Problem matematiksel bileşen ara ilişki türev bağlam ince,0,0.919733,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),b)
Problem değişim bağlam fonksiyon denklem ve türev temsil dön,0,0.91973615,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),c)
el et ve yorumla fark temsil dayalı ol problem çözüm için stra,6,0.9233818,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),d)
Belirle strateji kullan problem çöze,7,0.8933231,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),e)
el et çözüm fark yöntem kullan doğru,6,0.8965352,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),f)
Problemin olası çözüm strateji göz geçir,7,0.8933366,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),g)
Çıkarımlarının geçerli sözel cebirsel ve grafiksel argüman değerlen,1,0.9190509,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),h)
değişim modelle için kullanıl matematiksel bir araç i,1,0.8906729,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i)
Öğrenme çıktı çalış kâğıd performans görev ve araştır ödev ile değerlendiril,7,0.9372892,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),e)
k şekil tanım doğru eğim değer sıfır ol ile bir,4,0.44353697,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x)
f(x,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),a)
ince,3,0.62997895,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i)
le Genelle polinom fonksiyon grafik temsil ile ilişkilendir varsayım ile,0,0.50285923,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x)
=,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x)
ol f polinom fonksiyon,4,0.77072483,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),b)
+ 3 fonksiyon a b nda artan veya azalan,0,0.8331438,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x)
< 0 ol i g(x,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x)
ve ortalama değer,4,0.63642764,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),l)
nın her nokta türevlen dik koordinat sistem ver keyfî bir,2,0.82966155,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),b)
sağla ayrıca aynı tanım aralığ sürekli ve türevlenebilir özellik sahip,4,0.8912399,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i)
0 ol şekil en az bir d gerçek Sayıs bulun Rol teorem dair,6,0.6178719,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),a)
eşitlik sağla durum öğrenci d,5,0.64257467,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),b)
c,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),d)
gerçek yaşam,5,0.7692884,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i)
şekil tanım fonksiyon al en büyük değer a ol belirle,4,0.65268266,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x)
çıkarım ulaş Problem çözüm yönelik çıkarım sözel cebirsel ve grafiksel ar,3,0.45285967,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x)
yüzey alan ki a değişim bağ ol hacim,3,0.82960653,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),e)
fonksiyon ol ifade et,0,0.7715073,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i)
+ 2 şekil tanım üç derece polinom,4,0.8681397,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x)
ve g(x,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x)
yorumla fizik serbest düşüş bir cism,6,0.6541334,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i)
melez,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),l)
şekil tanım,4,0.77072304,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),p)
fonksiyon ile belirle f fonksiyon grafik yorumla buruşuk bezelye oran yüksek,0,0.529302,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),p)
çözüm,7,0.6433989,3. TEMA: GEOMETRİK ŞEKİLLER,y)
çözümleyebilme,6,0.16502762,3. TEMA: GEOMETRİK ŞEKİLLER,y)
kesen kiriş teğet çap ve yay çember eleman ol belirle,3,0.8893187,3. TEMA: GEOMETRİK ŞEKİLLER,a)
Çemberde kes kiriş teğet çap ve yay ara ilişki belirle,3,0.8893188,3. TEMA: GEOMETRİK ŞEKİLLER,b)
Çemberde açı kiriş ve teğet özellik ilişkin varsayım bulun,3,0.53895205,3. TEMA: GEOMETRİK ŞEKİLLER,a)
Varsayım yarar çember açı kiriş ve teğet özellik ilişkin,3,0.48035118,3. TEMA: GEOMETRİK ŞEKİLLER,b)
Genelle varsayım karşılaştır,6,0.5694392,3. TEMA: GEOMETRİK ŞEKİLLER,c)
Önermelerinin fark problem durum kullanışlı değerlen,3,0.6568541,3. TEMA: GEOMETRİK ŞEKİLLER,d)
Çember açı kiriş teğet özellik ve daire alan içer problem bile,3,0.5883309,3. TEMA: GEOMETRİK ŞEKİLLER,a)
belirle,7,0.64337367,3. TEMA: GEOMETRİK ŞEKİLLER,i)
Problemlerde ver bileşen ara ilişki belirle,1,0.8674435,3. TEMA: GEOMETRİK ŞEKİLLER,b)
Problemin bileşen ve bileşen ara ilişki uygun matematiksel,1,0.9069737,3. TEMA: GEOMETRİK ŞEKİLLER,c)
Problemlerin çözüm için strateji geliş,7,0.5642269,3. TEMA: GEOMETRİK ŞEKİLLER,d)
Geliş strateji kullan problem çöze,7,0.7125021,3. TEMA: GEOMETRİK ŞEKİLLER,e)
Çözüm kontrol et ve çözüme ulaştır strateji değiş,2,0.4890159,3. TEMA: GEOMETRİK ŞEKİLLER,f)
problem çöz süreç göz geçir,7,0.4787571,3. TEMA: GEOMETRİK ŞEKİLLER,g)
Ulaş çıkarım değerlen,3,0.8296186,3. TEMA: GEOMETRİK ŞEKİLLER,h)
Öğrenme çıktı çalışma kâğıd doğru,7,0.7181142,3. TEMA: GEOMETRİK ŞEKİLLER,e)
ve bu parça ara ilişki,3,0.7666638,3. TEMA: GEOMETRİK ŞEKİLLER,i)
genelle matema,1,0.76950663,3. TEMA: GEOMETRİK ŞEKİLLER,i)
dik prizma ve dik dairesel silindir eleman belirle,7,0.89333385,4. TEMA: GEOMETRİK CİSİMLER,a)
dik prizma ve dik dairesel silindir eleman ara ilişki belirle,7,0.90923387,4. TEMA: GEOMETRİK CİSİMLER,b)
dik prizma ile dik dairesel silindir yarar dik piramit dik dairesel koni ve kü,7,0.92101157,4. TEMA: GEOMETRİK CİSİMLER,a)
dik prizma ile dik dairesel silindir yarar dik piramit dik dairesel koni ve kü,7,0.92101157,4. TEMA: GEOMETRİK CİSİMLER,b)
Gözlemle benzerlik yarar dik piramit dik dairesel koni ve küre el,4,0.907447,4. TEMA: GEOMETRİK CİSİMLER,c)
Geometrik cisim içer problem bileşen nicelik şekil gibi belirle,6,0.40147308,4. TEMA: GEOMETRİK CİSİMLER,a)
bileşen ara ilişki belirle,1,0.8316823,4. TEMA: GEOMETRİK CİSİMLER,b)
Problemin bileşen ve ara ilişki uygun matematiksel temsil dön,1,0.6417584,4. TEMA: GEOMETRİK CİSİMLER,c)
Problemin çözüm için gerek işlem ve çözüm gerçekleştir için strateji,7,0.9210104,4. TEMA: GEOMETRİK CİSİMLER,d)
Belirle strateji çözüm için uygula problem çöze,7,0.9092373,4. TEMA: GEOMETRİK CİSİMLER,e)
Çözüm kontrol et ve çözüme ulaştır strateji değiş,2,0.48900926,4. TEMA: GEOMETRİK CİSİMLER,f)
Problemin çözüm için kullan veya geliş strateji ve olası fark strateji,7,0.7827109,4. TEMA: GEOMETRİK CİSİMLER,g)
Ulaş çıkarım geçerli matematiksel örnek değerlen,3,0.6701511,4. TEMA: GEOMETRİK CİSİMLER,h)
Öğrenme çıktı çalışma kâğıd açık uç soru proje ödev ve performans görev ile de,7,0.94314617,4. TEMA: GEOMETRİK CİSİMLER,e)
kullan mimari yapı incelenmesiyle ilgili proje ödev verilebilir Ödev,2,0.6656648,4. TEMA: GEOMETRİK CİSİMLER,e)
bil dik prizma ve dik dairesel silindir yüzey,7,0.87067515,4. TEMA: GEOMETRİK CİSİMLER,i)
yap sağla Benze şekil öğrenci dik dairesel silindir ile dik dairesel koni ve,5,0.92825884,4. TEMA: GEOMETRİK CİSİMLER,i)
dik prizma yardım,2,0.76671374,4. TEMA: GEOMETRİK CİSİMLER,i)
belirle,7,0.6433736,4. TEMA: GEOMETRİK CİSİMLER,i)
örnek incele öğrenci kullan geometrik cisim neden tercih et iliş,6,0.7712532,4. TEMA: GEOMETRİK CİSİMLER,k)
yönlendir Öğrenci,5,0.63411736,4. TEMA: GEOMETRİK CİSİMLER,i)
ve bu parça ara ilişki belirle sağla bu süreç öğrenci,5,0.47013283,4. TEMA: GEOMETRİK CİSİMLER,i)
incele isten öğrenci konu ilişkin bilgi,2,0.6573225,4. TEMA: GEOMETRİK CİSİMLER,i)
çalış araştır ve sınıf sun,7,0.445829,4. TEMA: GEOMETRİK CİSİMLER,s)
istatistiksel araştır tasarla gerek toplumsal ve veya bilimsel durum,3,0.6142288,5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,a)
Bağlam içeri ve tasarla istatistiksel araştır yönelik veri dağılım,5,0.47838247,5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,b)
Verileri el et yönelik plan yap,7,0.40575764,5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,c)
araştır soru bağlam veri analiz et için görselleştir ve veya,7,0.89333504,5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,d)
araştır soru bağlam veri belirle araç analiz et,7,0.92101413,5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,e)
Tasarla istatistiksel araştır el et çıktı hareket yorumla,3,0.7272971,5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,f)
Tasarla istatistiksel araştır el et sonuç araştır soru bağ,3,0.9058153,5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,g)
dağılım veri birlikte değişebilirlik eğilim iliş,5,0.8673088,5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,l)
-,6,0.16502762,5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,e)
ve iki değişken kategorik kategorik,5,0.8315207,5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,l)
veri set ile çalış istatistiksel araştır sürec yürütebildikleri kabul,3,0.889318,5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,l)
veya yatırım ve tasarruf incele ekonomi OB3 araştır soru,7,0.5260825,5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,i)
yer ver uygun ol araç belir,7,0.8357847,5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,i)
istatistiksel araştır tasarım ve el et sonuç,3,0.6501453,5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,i)
ilgili veri temel argüman ve yeni çözüm ön,7,0.61793,5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,i)
kullan oluştur istatistiksel araştır tasarım ve,3,0.6932849,5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,i)
paylaş bekle,2,0.6300747,5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,i)
yardım sınıf orta,1,0.8316979,5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,i)
