section,item,text,curriculum_type,curriculum_name
5. TEMA: EŞLİK VE BENZERLİK,d),Geometrik dönüşümlerle ilgili elde ettiği önermeleri konu ile ilgili başka çıkarımlar,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,a),İki üçgenin eş veya benzer olma koşullarına ilişkin varsayımlarda bulunur.,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,b),İncelediği örnekler üzerinden iki üçgenin eş veya benzer olma koşullarına ilişkin var-,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,c),İki üçgenin eş veya benzer olma koşullarına ilişkin varsayımları ile elde ettiği genel-,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,d),İki  üçgenin  eş  veya  benzer  olma  koşullarına  dair  elde  ettiği  önermelerin  farklı  ve,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,a),Bir üçgene benzer üçgenler oluştururken eşlik ve benzerlik deneyimlerini gözden,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,b),Deneyimlerine dayalı çıkarımlar yapar.,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,c),Bir üçgenden hareketle ona benzer üçgenler oluşturma ile ilgili ulaşılan çıkarımları,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,a),"Tales, Öklid ve Pisagor teoremlerine ilişkin farklı ispatları kullanır.",2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,b),Kullandığı matematiksel ispat ve teoremleri yeni durumlara uyarlayarak  değerlen-,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,a),Problemin verilen ve istenenlerine ilişkin parçaları belirler.,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,b),"Problemde verilenler, istenenler ve gerekli işlemler arasındaki ilişkileri belirler.",2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,c),Problemin parçaları arasındaki ilişkileri problem bağlamına uygun olarak dönüştürür.,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,d),Problemin çözümünü gerçekleştirmek için stratejiler oluşturur.,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,e),Belirlediği stratejiyi çözüm için uygulayarak problemi çözer.,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,f),Problemin çözümünü kontrol eder.,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,g),"Problemin  çözümü  için  geliştirdiği,  kullandığı  stratejilerdeki  kısa  yolları  ve  çözüme",2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,h),Ulaştığı çıkarımların geçerliliğini matematiksel örneklerle değerlendirir.,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,e),bu üçgene eş üçgenler üretilebilir.,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,e),"Öğrenme çıktıları; çalışma kâğıdı, açık uçlu sorular, proje ödevi ve performans görevi ile",2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,i),öğrencilere rehberlik edilmesi önemlidir. Öğrencilerin sundukları varsayımlarla,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,i),olarak ifade edilir. Elde edilen önermelerin de-,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,i),fark etmesi sağ-,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,i),süreç yönetilir. Öğrencilerden eşlik ve benzerlik,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,i),belirlenmesini  hedefleyen  öğrenme  ortamları  oluşturulur.  Bu  süreçte,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,e),çizerek benzer üçgen oluşturabilen öğrencilerin bu çıkarımlarından hareketle ifadelerine,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,i),"yorumlamaları beklenir. Öğrencilere Tales, Öklid ile Pisagor teoremlerini,",2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,r),kul-,2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,a),"İki kategorik değişkenli veriye dayalı, istatistiksel araştırma gerektiren gerçek ya-",2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,b),Bağlam içerisinde iki kategorik değişken arasındaki ilişkililiğe odaklanan araştırma,2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,c),İki kategorik değişkenli veri toplamak/elde etmek için plan yapar.,2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,d),Araştırma sorusu bağlamında toplanan/elde edilen iki kategorik değişkenli verileri,2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),araçlarından uygun olanı seçer.,2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,e),Araştırma sorusu bağlamında toplanan/elde edilen verileri belirlediği araçlarla ana-,2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,f),İki kategorik değişkenli veri dağılımlarına dayalı istatistiksel araştırmadan hareketle,2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,g),İki kategorik değişkenli veri dağılımlarına dayalı istatistiksel araştırmadan hareket-,2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,a),Başkaları tarafından oluşturulan iki kategorik değişkenli verilerin ilişkililiğine dayalı,2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,b),Başkaları tarafından oluşturulan iki kategorik değişkenli verilerin ilişkililiğine dayalı,2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,c),Başkaları tarafından oluşturulan iki kategorik değişkenli verilerin ilişkililiğine dayalı,2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,e),ÖĞRENME-ÖĞRETME,2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,e),ÖĞRENME-ÖĞRETME,2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),"belirlenip oluşturulması, verilerin toplanması ve analize hazır hâle getirilmesi beklenir",2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),uygun olanlar seçilir (MAB3). Uygun olan araçların belirlenmesinde araştırma,2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),kul-,2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,r),içermesi önemlidir. Bu,2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),kullanabileceklerini bilmeleri ve bu kaynakları kullanırken nelere dikkat etmeleri gerekti-,2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),"arasında tutarlılık olup olmadığı; yanlı, yanlış veya eksik bilgilerin olup ol-",2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),"hareketle araştırma sorusu oluşturmaları,",2024-style,math_curriculum_2024
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),öğrencilere sunulur ve öğrencilerin bu durumlara iliş-,2024-style,math_curriculum_2024
7. TEMA: VERİDEN OLASILIĞA,a),Bir olayın gerçekleşmesinin diğer bir olayın meydana gelmesine bağlı olduğu du-,2024-style,math_curriculum_2024
7. TEMA: VERİDEN OLASILIĞA,b),Bir olayın gerçekleşmesinin diğer bir olayın meydana gelmesine bağlı olduğu ger-,2024-style,math_curriculum_2024
7. TEMA: VERİDEN OLASILIĞA,c),Bir olayın gerçekleşmesinin diğer bir olayın meydana gelmesine bağlı olduğu ya da,2024-style,math_curriculum_2024
7. TEMA: VERİDEN OLASILIĞA,d),Bir olayın gerçekleşmesinin diğer bir olayın meydana gelmesine bağlı olduğu ya da,2024-style,math_curriculum_2024
7. TEMA: VERİDEN OLASILIĞA,a),Bayes teoreminin kullanıldığı gerçek yaşam durumlarına ilişkin mevcut bilgileri kul-,2024-style,math_curriculum_2024
7. TEMA: VERİDEN OLASILIĞA,b),Mevcut bilgileri kullanarak Bayes teoremine dayalı hesaplama yapar.,2024-style,math_curriculum_2024
7. TEMA: VERİDEN OLASILIĞA,c),Bayes teoreminin kullanıldığı gerçek yaşam durumlarına ilişkin ileriye yönelik yargı-,2024-style,math_curriculum_2024
7. TEMA: VERİDEN OLASILIĞA,e),"Öğrenme çıktıları; çalışma kâğıdı, kontrol listesi, açık uçlu sorular ve performans görevi",2024-style,math_curriculum_2024
7. TEMA: VERİDEN OLASILIĞA,k),uygun olanı belirleyerek bu yaklaşıma uygun karar verebildik-,2024-style,math_curriculum_2024
7. TEMA: VERİDEN OLASILIĞA,k),arasında,2024-style,math_curriculum_2024
7. TEMA: VERİDEN OLASILIĞA,i),ve bağımlı olayları (hilesiz iki sayı küpü atıldığında küplerin üst yüzeylerine,2024-style,math_curriculum_2024
7. TEMA: VERİDEN OLASILIĞA,i),içermesine dikkat edilir. Gerçek yaşam durumlarından seçilebilecek bağım-,2024-style,math_curriculum_2024
7. TEMA: VERİDEN OLASILIĞA,i),"ilişkin tüm olası çıktıların ağaç şeması, tablo veya alan modeli gibi farklı temsiller kul-",2024-style,math_curriculum_2024
7. TEMA: VERİDEN OLASILIĞA,i),öğrencilerin,2024-style,math_curriculum_2024
7. TEMA: VERİDEN OLASILIĞA,i),gibi durum-,2024-style,math_curriculum_2024
7. TEMA: VERİDEN OLASILIĞA,i),verilir. Gerçek yaşam durumlarına ilişkin elde edilen oranlar veya göreli sıklıklar;,2024-style,math_curriculum_2024
7. TEMA: VERİDEN OLASILIĞA,z),"algoritmasına, Enigma’da kullanılan",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,e),KAVRAMSAL,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,a),Gerçek sayılarda fonksiyon olma şartları ile gerçek sayılarda tanımlı fonksiyonların,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),grafik  ve,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,b),Gerçek  sayılarda  tanımlı  fonksiyonların  grafik  ve  cebirsel  temsillerini  fonksiyon,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,c),Karşılaştırmalarından  hareketle  gerçek  sayılarda  tanımlı  fonksiyonların  grafik  ve,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),x2 şeklinde tanımlı karesel referans fonksiyonun nitel,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),0)),2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,r),karesel fonksiyonların nitel özelliklerine ilişkin matematiksel muhakeme yapabilme,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,a),"Karesel referans fonksiyonun nitel özelliklerini (tanım kümesi, görüntü kümesi,",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),matematiksel temsilleri kullanarak belirler.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,b),Karesel referans fonksiyonun nitel özellikleri ile matematiksel temsilleri arasındaki,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,c),Karesel referans fonksiyonu grafik ve cebirsel temsili üzerinde yapılan işlemlerle,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,d),Karesel referans fonksiyonun nitel özelliklerinden hareketle diğer karesel fonksi-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,e),Varsayımlarına dayalı olarak karesel fonksiyonların nitel özelliklerine ilişkin örüntü-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,l),geneller.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,f),Genellemelerinin varsayımlarını karşılayıp karşılamadığını kontrol eder.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,g),Genellemelerinden elde ettiği önermeleri uygun sözel veya cebirsel dil ile sunar.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,h),Önermelerini grafiksel olarak doğrular veya cebirsel olarak ispatlar.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),0) şeklinde tanımlı karekök referans fonksiyonun,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),0)),2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,r),karekök fonksiyonlarının nitel özelliklerine ilişkin matematiksel muhakeme yapabilme,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,a),"Karekök referans fonksiyonun nitel özelliklerini (tanım kümesi, görüntü kümesi, işareti,",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),matematiksel temsilleri kullanarak belirler.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,b),Karekök referans fonksiyonun nitel özellikleri ile matematiksel temsilleri arasındaki,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,c),Karekök referans fonksiyonu grafik ve cebirsel temsili üzerinde yapılan işlemlerle diğer,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,d),Karekök referans fonksiyonun nitel özelliklerinden hareketle diğer karekök fonksiyon-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,e),Varsayımlarına dayalı olarak karekök fonksiyonlarının nitel özelliklerine ilişkin örüntüle-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,l),geneller.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,f),Genellemelerinin varsayımlarını karşılayıp karşılamadığını kontrol eder.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,g),Genellemelerinden elde ettiği önermeleri uygun sözel veya cebirsel dil ile sunar.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,h),Önermelerini grafiksel olarak doğrular veya cebirsel olarak ispatlar.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),nun nitel özellikleri ile bu fonksiyondan türetilen (g(x),2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,r),1,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,a),"Rasyonel referans fonksiyonun nitel özelliklerini (tanım kümesi, görüntü kümesi, işare-",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),matematiksel temsilleri kullanarak belirler.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,b),Rasyonel referans fonksiyonun nitel özellikleri ile matematiksel temsilleri arasındaki,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,c),Rasyonel referans fonksiyonu grafik ve cebirsel temsili üzerinde yapılan işlemlerle di-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,d),Rasyonel referans fonksiyonun nitel özelliklerinden hareketle diğer rasyonel fonksiyon-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,e),Varsayımlarına dayalı olarak rasyonel fonksiyonların nitel özelliklerine ilişkin örüntüleri,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,l),geneller.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,f),Genellemelerinin varsayımlarını karşılayıp karşılamadığını kontrol eder.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,g),Genellemelerinden elde ettiği önermeleri uygun sözel veya cebirsel dil ile sunar.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,h),Önermelerini grafiksel olarak doğrular veya cebirsel olarak ispatlar.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,a),Referans fonksiyonlar ve bunlardan türetilebilen fonksiyonlar üzerinden bir fonksiyo-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,b),Varsayımlarından  yararlanıp  farklı  durumlarla  ilgili  örüntüleri  listeleyerek  referans,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,c),Referans fonksiyonlar ve bunlardan türetilen fonksiyonların ters fonksiyonlarıyla ilişki-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,d),Referans  fonksiyonlar  ve  bunlardan  türetilen  fonksiyonların  ters  fonksiyonlarına  ait,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,a),Bu fonksiyonlarla ifade edilebilen denklem ve eşitsizliklere ilişkin matematiksel bile-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),belirler.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,b),Bu fonksiyonlarla ifade edilebilen denklem ve eşitsizliklere ilişkin matematiksel bile-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,c),Bu  fonksiyonlarla  ifade  edilebilen  denklem  ve  eşitsizliklerin  problem  bağlamındaki,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,d),Elde ettiği ve yorumladığı farklı temsillerden yararlanarak problemin çözümü için stra-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,e),Belirlediği stratejiyi kullanır.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,f),Elde ettiği çözümü farklı yöntemleri kullanarak doğrular.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,g),Problemin olası  çözüm stratejilerini gözden geçirir.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,h),"Çıkarımlarının geçerliliğini sözel, cebirsel ve grafiksel argümanlarla değerlendirir.",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),x2,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),x,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),g(x),2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,r),"± k, f -1(x)",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,e),94,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),yararlanıla-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),analiz edilir. Bu analiz yapılırken “Tanım kümesindeki her bir gerçek sayının değer küme-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),>  f(y),2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),< f(y) dir.” gibi önermeler fonksiyonların cebirsel veya grafik temsilleri kullanılarak,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),yer verilir.  1700’lü yıllara gelindiğinde matema-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),bu tanımı daha formel hâle getirdiği belirtilir. Fonksiyon kavramının,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),0)),2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,r),"± k (a, r, k",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),varsayım  geliştirilirken  fonksiyonun  sıfırları  (0  ve  -4)  ve  grafiğinin  simetrik  olması  dikkate,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),şeklinde tamkareye tamamlanarak grafik temsili dönüşümlerle elde edilir. Bu şekilde fonk-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),fonksiyonun,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),3 iken f(x),2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),"tamkare formuna dönüştürülmesine ilişkin yorumlar, varsayımlar",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),geliştirmede etkin şekilde kullanılır. Bu bağlamda Harizmi’nin tamkareye tamamlama yöntemini,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),için x2 ≥ 0 olduğundan x2 + a ≥ a olur. Bu durumda,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),≥ a olur.” cebirsel,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,c),kullanma ve çarpanlara ayırma gibi matematiksel doğrulama yöntemlerini,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),kullanışlılık açısından değerlendirmeleri beklenir.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),hangi aralıkta değer alır?”,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),1,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,e),"problemleri, üretim-tüketim gibi bağlamlarda incelenir.",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),"<  g(x),",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),"=, <, >, ≤, ≥",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),"≤ g(x) gibi denklem ve eşitsizliklerin tanımlanması sağlanır  (E3.6, E3.7). Burada kullanı-",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,l),dönüşüm yapı-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),=,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),< 0 gibi eşit-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,p),"(m, k, p, n",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,g),"bağlı olarak gelirinin (Türk lirası) ve maliyetinin (Türk lirası)  [0, ∞) nda tanımlı sı-",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),=4x2 ve g (x) =18x fonksiyonları ile modellendiği durumda bu fonksiyonların grafik,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),"≥ g (x) eşitsizliğinin  çözüm kümesi, [9/2, ∞) olarak belirlenir. Bu durumda",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),kullanılır.,2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",a),Verilen sayma problemindeki  sayılacak nesneleri belirler.,2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",b),Sayma problemlerinde yer alan  nesneler arasındaki ilişkileri belirler.,2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",c),Problem durumlarındaki sözel ifadeleri görsel temsillere dönüştürür.,2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",d),Sayma problemlerindeki farklı durumlara uygun çözüm stratejisi oluşturur.,2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",e),Seçtiği çözüm stratejisini kullanır.,2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",f),Seçtiği çözüm stratejisini kontrol eder.,2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",g),Sayma problemlerindeki olası çözüm stratejilerini gözden geçirir.,2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",h),Sayma problemlerinde çözüme ulaştıran stratejilere yönelik çıkarımları değerlen-,2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",a),Karşılaşılan problem durumlarındaki cebirsel ve fonksiyonel işlemlerin algoritmik,2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",b),Ön bilgilerini kullanarak cebirsel ve fonksiyonel yapılar ile bu yapıların algoritma-,2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",i),ve bu problemlerin çözümüne,2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",e),102,2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",d),oluşturabildikleri veya verilen algoritmayı çözümleye-,2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",a),yaptıkları  iş-,2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",i),"yönelik görüşleri alınır. Bu süreç,",2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",i),"ele alınır. Daha karmaşık bir problem durumu, içerdiği sayma yöntemi bakımından",2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",t),"hesapları, sırala-",2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",i),içermelidir. İçinde özdeş,2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",k),"ve niceleyicileri (her,",2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",i),inceleme ve karekökle ifade edilmiş bir irrasyonel sayının yaklaşık değerini bulmada kul-,2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",x),Öğrencilere  algoritma  oluşturmadaki  ön  bilgilerini  kullanarak  cebirsel  ve  fonksiyonel,2024-style,math_curriculum_2024
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",d),bir çözüm üretmesi,2024-style,math_curriculum_2024
