section,item,text,ai_relevance_score,classification
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),f),Aritmetik/geometrik dizilerin sonlu toplamlarına ilişkin genellemeleri ile varsayım-,1,Medium AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),g),Elde ettiği genellemelerden aritmetik/geometrik dizilerin sonlu toplamlarına ilişkin,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),h),Aritmetik ve geometrik dizilerin sonlu toplamlarına ilişkin elde edilen önermeleri,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),a),Gerçek sayı dizileri ve gerçek sayılarda tanımlı fonksiyonların özelliklerini belirler.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),b),Gerçek sayı dizileri ve gerçek sayılarda tanımlı fonksiyonların özelliklerine ilişkin,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),c),Gerçek sayı dizileri ve gerçek sayılarda tanımlı fonksiyonların özelliklerine ilişkin,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),e),"an,",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),i),incelenir.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),n),geometrik dizisinin ilk n terimin toplamının Sn = a1.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),i),işe koşularak değerlendirilir.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),i),ve iteratif (yinelemeli) diziler ile bu dizilerin algoritma ve akış,3,High AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),n),geometrik dizisinin ilk n terimin toplamının Sn = a1.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),i),işe koşularak değerlendirilir.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),a),KAVRAMSAL,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),a),Bir fonksiyonun belirli bir nokta civarındaki veya sonsuzdaki davranışını grafiği üze-,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),b),Grafikten elde ettiği bilgileri tablo veya sözel temsiller yoluyla yaklaşma fikrine ula-,1,Medium AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),c),Bir fonksiyonun belirli bir nokta civarındaki veya sonsuzdaki limitini sözel olarak ye-,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),a),"Bir fonksiyonun tablo, grafik ve cebirsel temsili üzerinde belirli bir nokta civarında",2,Medium AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),b),Bir fonksiyonun belirli bir nokta civarında veya sonsuzda aldığı değerler arasındaki,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),c),Bir fonksiyonun belirli bir nokta civarında veya sonsuzda aldığı değerler arasındaki,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),d),Farklı fonksiyonların ve bu fonksiyonlarla yapılan işlemlerin belirli bir noktadaki veya,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),e),Varsayımlarına dayalı örüntüleri geneller.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),f),Genellemelerinin varsayımlarını karşılayıp karşılamadığını kontrol eder.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),g),Genellemelerini önerme olarak ifade eder.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),a),Bir fonksiyonun bir noktadaki limitinin belirsizlik durumunu grafik veya tablo kullana-,2,Medium AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),b),İncelediği fonksiyonun cebirsel ifadesini belirsizlik durumunu ortadan kaldıracak şe-,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),c),"Hesapladığı limit değerini, dönüştürdüğü fonksiyon ile başlangıç fonksiyonunun gra-",1,Medium AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),a),Fonksiyonların tanımlı olduğu bir noktadaki değeri ile o noktadaki limitini inceler.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),b),Fonksiyonların tanımlı olduğu bir noktadaki değeri ile o noktadaki limitini sürekliliğin,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),c),Fonksiyonların tanımlı olduğu bir noktadaki sürekliliğini o noktadaki değerinin limitine,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),i),ve Fonksiyonların Sürekliliği,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),e),"Öğrenme çıktıları; çalışma kâğıdı, performans görevi ve araştırma ödevi ile değerlendirile-",0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),i),üzerinden limit fikrine duyulan ihtiyaç vurgulanır. Bu sayede ilk defa,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),i),dizisinin terimleri yazılarak ardışık iki terim arasındaki oranlar; elekt-,1,Medium AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),0 doğrusunun bu fonksiyonun yatay asimptotu olduğu belirlenebilir.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),t),incelenerek belirli bir t zamanı civarında aldığı değerler belirlenebilir. Elde edilen değerler,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),"sunulur. Çok uzun yıllar sonra nüfusun en fazla ne kadar olabileceği, matematik yazılımla-",0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),i),ve Karl,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),s),gibi matematikçilerin çalışmaları incelenebilir.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),lim f x,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),sonucuna ulaşılır (x = 0 dışındaki noktalarda bu eşitlik,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),π,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),0 noktasında limitinin olup,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),o),teoremi ve uç değer teo-,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),fonksiyonunun x,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),=,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),0 noktasındaki limitlerinin,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),"k/m olduğu gösterilir. (*) 0/0 belirsizliğinin yanı sıra  /, -, 1   belirsizlikleri limit alma",0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),"cotx,",0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),f(x),0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),"tanx, f(x)",0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),i),kullanılır.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a),Bir fonksiyonun belirli bir nokta civarındaki değişim oranı ile ilgili bileşenleri (fonksi-,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),i),belirler.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),b),Bir fonksiyonun belirli bir nokta civarındaki değişim oranı ile ilgili bileşenleri arasın-,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),c),"Bir fonksiyonun belirli bir nokta civarındaki değişim oranını tablo, grafik ve limit gös-",2,Medium AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),d),Uygun koşullarda tanımlı fonksiyonların [f(x),0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),xn (n,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),=,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),e),Varsayımlarına dayalı örüntüleri geneller.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),f),Genellemelerinin varsayımlarını karşılayıp karşılamadığını kontrol eder.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),g),Genellemelerini önerme olarak ifade eder.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),h),Fonksiyonun bir noktadaki türevini limit gösteriminden faydalanarak ispatlar.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a),Fonksiyonlar ve türevin limit tanımı ile ilgili önceki bilgilerinden yararlanarak bir,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),b),Varsayımlarından yararlanıp farklı durumlarla ilgili örüntüleri listeleyerek bir fonk-,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),c),Bir fonksiyonun herhangi bir noktasında hangi durumlarda türevinin olmadığına iliş-,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),d),Bir fonksiyonun herhangi bir noktasında hangi durumlarda türevinin olmadığına iliş-,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a),"Fonksiyonların toplamı, farkı, çarpımı, bölümü ve bileşkesinin türevine ilişkin varsa-",0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),b),Varsayımlarına dayalı örüntüleri geneller.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),c),Genellemelerinin varsayımlarını karşılayıp karşılamadığını kontrol eder.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),d),Önermelerini farklı problem durumlarında değerlendirir.,1,Medium AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),e),"İki fonksiyonun toplamı, farkı, çarpımı ve bölümünün bir noktadaki türevine dair ku-",0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),f),İspatını kullanışlılık açısından değerlendirir.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),e),"f ' (x), f '' (x)",0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a),',0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a),şeklinde,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),y olmak üzere,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),eşitliği kullanılarak elde edilen dy,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),dx,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),t),şeklinde tanımlı fonksiyon,1,Medium AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),lim,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),h,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a),lim,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a),x-a,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),şeklinde gösterilir.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),Uygun koşullarda f(x),0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),çok yakın noktalar alınarak bu fonksiyonun x,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),=,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),h,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),z),ve Newton gibi bilim insanlarının türev ile ilgili,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),hareketle f(x),0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),şeklinde tanım-,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),=,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),xn ise,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a),x-a,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a),ile sağdan türevinin f+ (a) eşit,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),şeklinde tanımlı fonksiyonların grafik temsilleri,1,Medium AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),x,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),incelenerek bu fonksiyonların x,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),x2 ve g(x),0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),MAT 12. 2. 7,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),x şeklinde tanımlı fonk-,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),türevin limit tanımıyla elde edilir. Buradan hareketle fonksiyonların toplam ve fark işlemlerin-,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),ne ilişkin olarak f ve g fonksiyonlarına bağlı yeni bir kural elde edilmesi gerekliliği ifade edilir.,1,Medium AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),x2 fonksiyonlarının bileşkesi şeklinde yazılır. Türevin limit,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),tanımı kullanılarak bu fonksiyonun türev alma kuralı belirlenir ve bileşke fonksiyonların türe-,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),ile ilgili önermelere ulaşılır. Bu şekilde farklı görünen durumlara ilişkin bileşke fonksiyonun,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),f(x),0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),i),öğrencilerin yakın çevresi dikkate alınarak çeşitlendirilir. Böylelikle öğrenci-,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),r),kullanılır.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),i),kullanılır.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),a),"Referans fonksiyonlar, türevin limit tanımı, fonksiyonlarda türev alma kuralları ile",0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),b),Varsayımlarından yararlanıp farklı durumlarla ilgili örüntüleri listeleyerek bir fonk-,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),c),Bir fonksiyonun ve onun türev fonksiyonunun matematiksel temsilleri ve bunlar,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),d),Bir fonksiyonun ve onun türev fonksiyonunun matematiksel temsilleri ve bunlar,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),a),Türev bilgisinin işe koşulabileceği problemlerdeki matematiksel bileşenleri (problemi,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i),belirler.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),b),Problemlerdeki matematiksel bileşenler arasındaki ilişkileri türev bağlamında ince-,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),c),"Problemlerdeki değişim bağlamını fonksiyon, denklem ve türev temsillerine dönüş-",1,Medium AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),d),Elde ettiği ve yorumladığı farklı temsillere dayalı olarak problemin çözümü için stra-,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),e),Belirlediği stratejiyi kullanarak problemi çözer.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),f),Elde ettiği çözümü farklı yöntemleri kullanarak doğrular.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),g),Problemin olası çözüm stratejilerini gözden geçirir.,1,Medium AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),h),"Çıkarımlarının geçerliliğini sözel, cebirsel ve grafiksel argümanlarla değerlendirir.",0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i),değişimleri modellemek için kullanılabilen matematiksel bir araçtır.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),e),"Öğrenme çıktıları; çalışma kâğıdı, performans görevi ve araştırma ödevi ile değerlendirile-",0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x),k şeklinde tanımlı doğrunun eğim değerinin sıfır olması ile bir,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),a),f(x),0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i),ince-,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x),"lenir. Genellemeler, polinom fonksiyonun grafik temsilleri ile ilişkilendirilerek varsayımlar ile",1,Medium AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x),=,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),b),olduğunda f polinom fonksiyonu,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x),"+ 3 fonksiyonunun (a, b) nda artanlığına veya azalanlığına",0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x),< 0 oluyor ise g(x),0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),l),ve ortalama değer,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),b),"nın her noktasında türevlenebilen, dik koordinat sisteminde verilen keyfî bir",0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i),"sağlanır. Ayrıca aynı tanım aralığında, süreklilik ve türevlenebilirlik özelliklerine sahip",0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),a),0 olacak şekilde en az bir d gerçek sayısının bulunacağına (Rolle teoremi) dair,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),b),eşitliğinin sağlanması durumunda öğrencilerden d,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),d),(c),0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i),gerçek yaşam,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x),şeklinde tanımlı fonksiyonun alabileceği en büyük değerin a olarak belirlendiği,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x),"çıkarımına ulaşılır. Problemlerin çözümüne yönelik çıkarımlar; sözel, cebirsel ve grafiksel ar-",0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),e),yüzey alanındaki (a) değişime bağlı olarak hacmindeki (,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i),fonksiyonu olarak ifade edilir.,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x),+ 2 şeklinde tanımlı üçüncü dereceden polinom,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x),ve g(x),0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i),yorumlama; (*) fizikte serbest düşüşteki bir cismin,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),l),melez-,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),p),şeklinde tanımlı,0,Low AI Relevance
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),p),fonksiyon ile belirlenir. f   fonksiyonunun grafiği yorumlanarak buruşuk bezelye oranının yüksek,1,Medium AI Relevance
3. TEMA: GEOMETRİK ŞEKİLLER,y),çözümle-,0,Low AI Relevance
3. TEMA: GEOMETRİK ŞEKİLLER,y),çözümleyebilme,0,Low AI Relevance
3. TEMA: GEOMETRİK ŞEKİLLER,a),"Kesen, kiriş, teğet, çap ve yayı çemberin elemanları olarak belirler.",0,Low AI Relevance
3. TEMA: GEOMETRİK ŞEKİLLER,b),"Çemberde kesen, kiriş, teğet, çap ve yay arasındaki ilişkileri belirler.",0,Low AI Relevance
3. TEMA: GEOMETRİK ŞEKİLLER,a),"Çemberde açı, kiriş ve teğetin özelliklerine ilişkin varsayımlarda bulunur.",0,Low AI Relevance
3. TEMA: GEOMETRİK ŞEKİLLER,b),"Varsayımlarından yararlanarak çemberde açı, kiriş ve teğetin özelliklerine ilişkin",0,Low AI Relevance
3. TEMA: GEOMETRİK ŞEKİLLER,c),Genellemelerini varsayımlarıyla karşılaştırır.,0,Low AI Relevance
3. TEMA: GEOMETRİK ŞEKİLLER,d),Önermelerinin farklı problem durumlarındaki kullanışlılığını değerlendirir.,1,Medium AI Relevance
3. TEMA: GEOMETRİK ŞEKİLLER,a),"Çemberde açı, kiriş, teğetin özelliklerini ve dairenin alanını içeren problemlerin bile-",0,Low AI Relevance
3. TEMA: GEOMETRİK ŞEKİLLER,i),belirler.,0,Low AI Relevance
3. TEMA: GEOMETRİK ŞEKİLLER,b),Problemlerde verilen bileşenler arasındaki ilişkileri belirler.,0,Low AI Relevance
3. TEMA: GEOMETRİK ŞEKİLLER,c),Problemin bileşenlerini ve bileşenlerin aralarındaki ilişkileri uygun matematiksel,0,Low AI Relevance
3. TEMA: GEOMETRİK ŞEKİLLER,d),Problemlerin çözümü için stratejiler geliştirir.,0,Low AI Relevance
3. TEMA: GEOMETRİK ŞEKİLLER,e),Geliştirdiği stratejileri kullanarak problemi çözer.,0,Low AI Relevance
3. TEMA: GEOMETRİK ŞEKİLLER,f),Çözümünü kontrol eder ve çözüme ulaştırmayan stratejiyi değiştirir.,0,Low AI Relevance
3. TEMA: GEOMETRİK ŞEKİLLER,g),Problem çözme sürecini gözden geçirir.,2,Medium AI Relevance
3. TEMA: GEOMETRİK ŞEKİLLER,h),Ulaştığı çıkarımları değerlendirir.,0,Low AI Relevance
3. TEMA: GEOMETRİK ŞEKİLLER,e),"Öğrenme çıktıları; çalışma kâğıdı, doğru",0,Low AI Relevance
3. TEMA: GEOMETRİK ŞEKİLLER,i),ve bu parçalar arasındaki ilişkileri,0,Low AI Relevance
3. TEMA: GEOMETRİK ŞEKİLLER,i),genellemeler matema-,0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,a),Dik prizma ve dik dairesel silindirin elemanlarını belirler.,0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,b),Dik prizma ve dik dairesel silindirin elemanları arasındaki ilişkileri belirler.,0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,a),"Dik prizma ile dik dairesel silindirden yararlanarak dik piramit, dik dairesel koni ve kü-",0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,b),"Dik prizma ile dik dairesel silindirden yararlanarak dik piramit, dik dairesel koni ve kü-",0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,c),"Gözlemlediği benzerliklerden yararlanarak dik piramit, dik dairesel koni ve kürenin ele-",0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,a),"Geometrik cisimleri içeren problemlerin bileşenlerini (nicelik, şekil gibi) belirler.",0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,b),Bileşenler arasındaki ilişkileri belirler.,0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,c),Problemin bileşenlerini ve aralarındaki ilişkileri uygun matematiksel temsillere dönüş-,0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,d),Problemin çözümü için gerekli işlemleri ve çözümü gerçekleştirebilmek için stratejiler,0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,e),Belirlediği stratejileri çözüm için uygulayarak problemi çözer.,1,Medium AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,f),Çözümü kontrol eder ve çözüme ulaştırmayan stratejiyi değiştirir.,0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,g),Problemin çözümü için kullandığı veya geliştirdiği stratejileri ve olası farklı stratejileri,0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,h),Ulaştığı çıkarımların geçerliliğini matematiksel örneklerle değerlendirir.,0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,e),"Öğrenme çıktıları; çalışma kâğıdı, açık uçlu sorular, proje ödevi ve performans görevi ile de-",0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,e),"kullanıldığı mimari yapıların incelenmesiyle ilgili proje ödevi verilebilir. Ödevler,",0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,i),bildiği; dik prizma ve dik dairesel silindirin yüzey,0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,i),yapmaları sağlanır. Benzer şekilde öğrencilere dik dairesel silindir ile dik dairesel koni ve,0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,i),dik prizma yardımıyla,0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,i),belirlemeye,0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,k),"örnekleri incelenir, öğrencilerin kullanılan geometrik cisimlerin neden tercih edildiğine iliş-",1,Medium AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,i),yönlendirilir. Öğrencilerin,0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,i),ve bu parçalar arasındaki ilişkileri belirlemeleri sağlanır. Bu süreçte öğrenci-,0,Low AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,i),incelenmesi istenerek öğrencilerin konuya ilişkin bilgi,1,Medium AI Relevance
4. TEMA: GEOMETRİK CİSİMLER,s),çalışmalarının araştırılması ve sınıfta sunulması,0,Low AI Relevance
5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,a),İstatistiksel araştırma tasarlamayı gerektiren toplumsal ve/veya bilimsel durumla-,0,Low AI Relevance
5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,b),Bağlam içerisinde ve tasarladığı istatistiksel araştırmaya yönelik veri dağılımlarını,1,Medium AI Relevance
5. TEMA: HAZIR VERİLER ÜZERİNDE ÇALIŞMA,c),Verileri elde etmeye yönelik plan yapar.,0,Low AI Relevance
